Board,Jugador,Subasta_Real,Subasta_Predicha,Grilla_Predicha,Min_HCP,Max_HCP,Min_S,Max_S,Min_H,Max_H,Min_D,Max_D,Min_C,Max_C,Grilla,Force,Es_Correcta,Confianza,Subasta_Previa
33,N,Pass,Pass,0,8.11,8.11,0.67,4.06,2.77,5.55,0.0,4.39,0.11,4.67,0,Si,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass
33,E,Pass,Pass,0,6.26,6.26,0.0,5.58,0.0,5.68,0.0,5.83,0.0,5.88,0,No,SI,1.0000,Pass - Pass - 2Tre - Pass - 2Pic - Pass - 3Tre - Pass - 4Tre - Pass - 4Dia - Pass - 4Pic - Pass - 4NT - Pass - 5Tre - Pass - 5NT - Pass - 6Pic - Pass - 7Tre - Pass - Pass
34,E,1Pic,1Cor,150,14.91,14.91,3.27,6.12,0.79,4.5,0.0,4.56,0.0,4.7,170,No,NO,0.5799,
34,S,Pass,Pass,0,6.18,6.18,0.0,5.5,0.0,5.52,0.0,5.63,0.0,5.7,0,No,SI,0.9272,1Pic
34,W,2NT,1Pic,170,12.75,12.75,3.18,5.81,0.15,3.66,0.4,4.17,0.0,4.14,290,Si,NO,1.0000,1Pic - Pass
34,N,3Dia,3Dia,330,8.19,8.19,0.18,3.39,0.0,3.25,1.69,4.41,1.74,4.4,330,No,SI,0.9402,1Pic - Pass - 2NT
34,E,4Pic,4Cor,450,9.81,9.81,1.48,4.46,2.04,4.91,0.0,3.99,0.0,4.09,470,No,NO,0.6494,1Pic - Pass - 2NT - 3Dia
34,S,Pass,Pass,0,5.9,5.9,0.0,4.84,0.0,5.38,0.0,5.48,0.0,5.54,0,No,SI,0.9887,1Pic - Pass - 2NT - 3Dia - 4Pic
34,W,Pass,5Pic,570,16.54,16.54,3.24,6.47,1.0,4.85,0.42,5.12,0.23,5.19,0,Si,NO,0.9061,1Pic - Pass - 2NT - 3Dia - 4Pic - Pass
34,N,Pass,Pass,0,6.83,6.83,0.41,3.13,1.05,3.61,0.25,3.68,1.54,4.22,0,No,SI,0.9989,1Pic - Pass - 2NT - 3Dia - 4Pic - Pass - Pass
35,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
35,W,1Cor,1Cor,150,16.4,16.4,0.0,4.39,5.76,8.79,0.0,5.42,0.0,5.39,150,No,SI,1.0000,Pass
35,N,2Dia,1Pic,170,10.93,10.93,0.0,3.83,0.0,3.68,0.23,4.41,3.29,6.54,230,No,NO,0.8761,Pass - 1Cor
35,E,Pass,Pass,0,6.08,6.08,0.0,5.51,0.0,5.53,0.0,5.63,0.0,5.69,0,No,SI,0.9235,Pass - 1Cor - 2Dia
35,S,2Pic,2Pic,270,6.29,6.29,0.0,4.12,0.0,4.16,0.18,4.92,0.39,4.93,270,No,SI,0.7610,Pass - 1Cor - 2Dia - Pass
35,W,Pass,3Cor,350,15.74,15.74,0.0,4.52,5.37,8.35,0.0,5.31,0.0,5.35,0,No,NO,0.9991,Pass - 1Cor - 2Dia - Pass - 2Pic
35,N,Pass,5Tre,510,11.58,11.58,0.86,4.27,0.44,3.89,1.03,4.85,2.06,5.39,0,No,NO,0.4559,Pass - 1Cor - 2Dia - Pass - 2Pic - Pass
35,E,Pass,Pass,0,6.48,6.48,0.0,5.5,0.0,5.58,0.0,5.77,0.0,5.82,0,No,SI,0.9997,Pass - 1Cor - 2Dia - Pass - 2Pic - Pass - Pass
36,W,Pass,Pass,0,6.57,6.57,0.0,4.95,0.0,5.58,0.0,5.38,0.0,5.34,0,No,SI,0.7898,
36,N,1Dia,1Dia,130,16.35,16.35,0.0,4.44,0.0,3.97,3.4,7.88,0.0,5.31,130,No,SI,0.9996,Pass
36,E,2Tre,2Tre,210,10.31,10.31,1.42,4.22,1.57,4.53,0.04,4.2,0.74,4.69,210,No,SI,0.4293,Pass - 1Dia
36,S,X,3Cor,350,14.78,14.78,1.34,4.28,2.12,4.8,1.5,5.09,0.55,4.61,211,No,NO,0.5240,Pass - 1Dia - 2Tre
36,W,2Cor,3NT,390,2.95,2.95,1.25,2.16,0.0,1.24,0.0,1.23,0.0,1.6,250,Si,NO,0.9954,Pass - 1Dia - 2Tre - X
36,N,Pass,Pass,0,10.18,10.18,0.67,3.51,1.11,3.89,0.64,4.12,1.09,4.38,0,No,SI,0.9386,Pass - 1Dia - 2Tre - X - 2Cor
36,E,3Tre,4Tre,410,10.78,10.78,0.41,3.84,0.45,3.7,1.21,4.32,0.7,4.17,310,No,NO,0.8990,Pass - 1Dia - 2Tre - X - 2Cor - Pass
36,S,Pass,4Pic,470,13.27,13.27,0.82,4.16,3.15,5.87,0.07,4.6,0.0,4.7,0,No,NO,0.7677,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre
36,W,Pass,5Dia,530,3.69,3.69,1.34,2.35,0.0,1.37,0.07,1.54,0.0,1.78,0,No,NO,1.0000,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass
36,N,3Dia,Pass,0,11.39,11.39,0.89,3.86,1.68,4.49,0.51,4.38,1.32,4.72,330,No,NO,0.9954,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass
36,E,Pass,Pass,0,10.26,10.26,0.75,3.67,1.53,4.21,0.49,4.15,0.61,4.39,0,No,SI,0.9882,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia
36,S,Pass,Pass,0,16.11,16.11,0.79,4.64,3.39,6.54,0.54,5.45,0.0,5.24,0,No,SI,0.9668,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass
36,W,Pass,5Dia,530,3.16,3.16,1.23,2.16,0.0,1.28,0.03,1.37,0.0,1.65,0,No,NO,1.0000,Pass - 1Dia - 2Tre - X - 2Cor - Pass - 3Tre - Pass - Pass - 3Dia - Pass - Pass
37,N,1Cor,1Cor,150,15.51,15.51,0.13,4.69,5.09,8.28,0.0,5.4,0.0,5.33,150,No,SI,0.9996,
37,E,Pass,Pass,0,5.74,5.74,0.0,5.26,0.0,5.64,0.0,5.45,0.0,5.38,0,No,SI,0.9329,1Cor
37,S,1Pic,1Pic,170,12.95,12.95,2.8,5.09,0.0,3.6,1.65,4.92,0.0,4.04,170,Si,SI,1.0000,1Cor - Pass
37,W,X,1Pic,170,7.34,7.34,2.25,4.02,0.0,2.25,0.28,2.66,0.0,2.8,171,Si,NO,1.0000,1Cor - Pass - 1Pic
37,N,XX,2Pic,270,16.25,16.25,1.77,5.35,2.61,6.3,0.0,5.09,0.43,5.72,172,Si,NO,0.9774,1Cor - Pass - 1Pic - X
37,E,2Dia,4Tre,410,9.33,9.33,0.0,3.02,0.0,3.13,0.84,3.77,0.0,3.7,230,No,NO,0.7995,1Cor - Pass - 1Pic - X - XX
37,S,3Pic,4Tre,410,3.34,3.34,1.47,2.51,0.0,1.33,0.0,1.27,0.0,1.73,370,No,NO,0.8112,1Cor - Pass - 1Pic - X - XX - 2Dia
37,W,4Dia,4Dia,430,9.67,9.67,1.16,4.16,1.06,4.34,1.41,5.38,0.69,4.38,430,No,SI,1.0000,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic
37,N,Pass,Pass,0,10.28,10.28,0.9,4.12,3.11,5.75,0.0,4.33,0.71,4.61,0,No,SI,0.5203,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia
37,E,Pass,5Pic,570,12.69,12.69,0.0,3.88,0.0,3.96,0.99,4.6,0.15,4.61,0,No,NO,0.9375,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass
37,S,Pass,6Dia,630,3.64,3.64,1.38,2.4,0.0,1.38,0.02,1.5,0.0,1.79,0,No,NO,1.0000,1Cor - Pass - 1Pic - X - XX - 2Dia - 3Pic - 4Dia - Pass - Pass
38,E,1Tre,1Tre,110,16.09,16.09,0.0,4.07,0.0,4.03,0.1,4.24,2.2,7.14,110,No,SI,0.9965,
38,S,Pass,Pass,0,6.23,6.23,0.0,5.34,0.0,5.31,0.0,5.49,0.0,5.55,0,No,SI,0.8944,1Tre
38,W,2Tre,2Tre,210,13.76,13.76,0.0,3.56,0.0,3.64,2.2,5.19,0.48,4.65,210,Si,SI,0.5265,1Tre - Pass
38,N,Pass,Pass,0,6.11,6.11,0.0,5.38,0.0,5.67,0.0,5.52,0.0,5.49,0,No,SI,0.8926,1Tre - Pass - 2Tre
38,E,2Cor,3Tre,310,15.2,15.2,0.64,4.48,3.65,6.84,0.09,5.18,0.36,5.08,250,Si,NO,0.3688,1Tre - Pass - 2Tre - Pass
38,S,Pass,Pass,0,6.52,6.52,0.0,5.95,0.0,5.94,0.0,5.98,0.0,6.05,0,No,SI,0.9988,1Tre - Pass - 2Tre - Pass - 2Cor
38,W,3Dia,3Dia,330,9.47,9.47,2.28,4.45,0.0,2.9,0.94,3.69,0.15,3.44,330,Si,SI,1.0000,1Tre - Pass - 2Tre - Pass - 2Cor - Pass
38,N,Pass,Pass,0,5.88,5.88,0.0,5.33,0.0,5.47,0.0,5.35,0.0,5.41,0,No,SI,0.9910,1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia
38,E,3NT,Pass,0,13.01,13.01,1.76,4.05,1.72,4.14,1.52,4.3,1.7,4.33,390,No,NO,0.3613,1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass
38,S,Pass,Pass,0,6.22,6.22,0.0,5.75,0.0,5.8,0.0,5.82,0.0,5.88,0,No,SI,0.9984,1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT
38,W,Pass,3NT,390,12.92,12.92,0.0,3.29,0.0,3.7,3.53,6.96,0.06,4.97,0,Si,NO,0.8833,1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT - Pass
38,N,Pass,Pass,0,6.66,6.66,0.0,5.79,0.0,5.92,0.0,5.87,0.0,5.89,0,No,SI,0.9826,1Tre - Pass - 2Tre - Pass - 2Cor - Pass - 3Dia - Pass - 3NT - Pass - Pass
39,S,Pass,Pass,0,6.07,6.07,0.0,5.1,0.0,5.43,0.0,5.46,0.0,5.38,0,No,SI,0.9309,
39,W,Pass,Pass,0,5.96,5.96,0.0,5.11,0.0,5.8,0.0,5.52,0.0,5.55,0,No,SI,0.6659,Pass
39,N,Pass,Pass,0,5.57,5.57,0.0,5.25,0.0,5.21,0.0,5.33,0.0,5.14,0,No,SI,0.9792,Pass - Pass
39,E,1Dia,1Dia,130,17.6,17.6,0.07,4.71,0.0,4.34,3.09,7.58,0.14,5.58,130,No,SI,0.9980,Pass - Pass - Pass
39,S,1Pic,1Pic,170,1.74,1.74,0.1,1.37,0.0,1.2,0.0,1.38,0.0,1.44,170,No,SI,1.0000,Pass - Pass - Pass - 1Dia
39,W,X,2Cor,250,7.1,7.1,0.84,3.87,2.26,4.91,0.0,4.08,0.46,4.36,171,No,NO,0.9280,Pass - Pass - Pass - 1Dia - 1Pic
39,N,Pass,Pass,0,6.75,6.75,0.0,5.31,0.0,5.24,0.0,5.29,0.0,5.38,0,No,SI,0.9084,Pass - Pass - Pass - 1Dia - 1Pic - X
39,E,3Cor,3Cor,350,14.47,14.47,0.2,3.82,3.65,6.5,0.18,4.88,0.0,4.69,350,No,SI,0.8975,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass
39,S,Pass,3NT,390,3.16,3.16,0.92,2.07,0.0,1.51,0.21,1.67,0.19,1.84,0,No,NO,1.0000,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor
39,W,4Cor,4Dia,430,5.49,5.49,0.87,2.04,0.38,2.11,1.1,2.67,0.08,2.14,450,No,NO,0.8397,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass
39,N,Pass,Pass,0,6.77,6.77,0.17,4.54,0.0,4.49,0.0,4.77,0.0,4.87,0,No,SI,0.9519,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor
39,E,Pass,4Pic,470,13.67,13.67,0.47,3.77,3.23,5.93,0.32,4.64,0.21,4.5,0,No,NO,0.6661,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor - Pass
39,S,Pass,Pass,0,7.12,7.12,0.0,5.05,0.0,5.43,0.0,5.79,0.0,5.36,0,No,SI,0.8900,Pass - Pass - Pass - 1Dia - 1Pic - X - Pass - 3Cor - Pass - 4Cor - Pass - Pass
40,W,Pass,Pass,0,6.57,6.57,0.0,4.95,0.0,5.58,0.0,5.38,0.0,5.34,0,No,SI,0.7898,
40,N,1Dia,1Dia,130,16.35,16.35,0.0,4.44,0.0,3.97,3.4,7.88,0.0,5.31,130,No,SI,0.9996,Pass
40,E,Pass,Pass,0,6.81,6.81,0.0,6.03,0.0,6.16,0.0,5.86,0.0,5.81,0,No,SI,0.9756,Pass - 1Dia
40,S,1Cor,1Cor,150,15.54,15.54,0.0,4.09,4.63,7.55,0.0,5.17,0.0,5.01,150,Si,SI,0.9997,Pass - 1Dia - Pass
40,W,Pass,Pass,0,6.21,6.21,0.0,4.54,0.0,4.68,0.0,4.88,0.0,4.89,0,No,SI,0.7154,Pass - 1Dia - Pass - 1Cor
40,N,1NT,1NT,190,9.51,9.51,1.24,3.83,1.07,4.09,1.06,4.37,1.31,4.32,190,No,SI,0.8829,Pass - 1Dia - Pass - 1Cor - Pass
40,E,Pass,Pass,0,6.47,6.47,0.0,5.78,0.0,5.92,0.0,5.68,0.0,5.7,0,No,SI,0.9543,Pass - 1Dia - Pass - 1Cor - Pass - 1NT
40,S,3NT,2NT,290,16.47,16.47,1.62,4.26,1.19,3.97,1.71,4.78,1.41,4.69,390,No,NO,0.5779,Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass
40,W,Pass,Pass,0,5.94,5.94,0.0,5.21,0.0,5.38,0.0,5.51,0.0,5.62,0,No,SI,0.9899,Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT
40,N,Pass,5Tre,510,9.77,9.77,1.61,3.88,0.86,3.91,1.07,4.22,1.6,4.3,0,No,NO,0.8389,Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT - Pass
40,E,Pass,Pass,0,6.71,6.71,0.0,5.94,0.0,6.16,0.0,6.02,0.0,5.98,0,No,SI,0.9999,Pass - 1Dia - Pass - 1Cor - Pass - 1NT - Pass - 3NT - Pass - Pass
41,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
41,E,Pass,Pass,0,5.66,5.66,0.0,5.37,0.0,5.88,0.0,5.73,0.0,5.62,0,No,SI,0.9605,Pass
41,S,1Dia,1Dia,130,16.05,16.05,0.0,4.39,0.0,4.23,2.77,6.93,0.51,5.35,130,No,SI,0.9903,Pass - Pass
41,W,Pass,Pass,0,6.44,6.44,0.0,5.83,0.0,5.88,0.0,6.0,0.0,6.06,0,No,SI,0.9321,Pass - Pass - 1Dia
41,N,1NT,2Pic,270,7.47,7.47,0.2,4.44,0.0,4.76,0.0,4.84,0.0,4.77,190,No,NO,0.8477,Pass - Pass - 1Dia - Pass
41,E,Pass,Pass,0,6.09,6.09,0.0,5.66,0.0,5.66,0.0,5.76,0.0,5.8,0,No,SI,0.9730,Pass - Pass - 1Dia - Pass - 1NT
41,S,2NT,3NT,390,15.34,15.34,1.49,4.14,1.67,4.25,1.69,4.72,1.49,4.59,290,No,NO,0.9810,Pass - Pass - 1Dia - Pass - 1NT - Pass
41,W,Pass,Pass,0,6.38,6.38,0.0,5.91,0.0,5.97,0.0,6.1,0.0,6.17,0,No,SI,0.9979,Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT
41,N,Pass,4Pic,470,6.79,6.79,1.36,4.85,0.0,4.19,0.0,4.82,0.06,4.69,0,No,NO,0.5857,Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT - Pass
41,E,Pass,Pass,0,6.07,6.07,0.0,5.59,0.0,5.67,0.0,5.91,0.0,5.91,0,No,SI,0.9959,Pass - Pass - 1Dia - Pass - 1NT - Pass - 2NT - Pass - Pass
42,E,1Tre,1Tre,110,16.36,16.36,0.0,4.08,0.0,4.02,0.0,4.17,2.32,7.47,110,No,SI,0.9988,
42,S,Pass,Pass,0,6.23,6.23,0.0,5.34,0.0,5.31,0.0,5.49,0.0,5.55,0,No,SI,0.8944,1Tre
42,W,Pass,1Pic,170,8.61,8.61,1.07,3.49,0.02,3.21,0.93,4.05,0.23,3.43,0,No,NO,0.9996,1Tre - Pass
42,N,1Dia,3Tre,310,11.05,11.05,0.27,3.6,0.0,3.49,1.38,5.25,2.98,5.7,130,No,NO,0.9446,1Tre - Pass - Pass
42,E,Pass,3Dia,330,15.13,15.13,1.22,4.33,0.18,3.68,0.41,4.14,1.73,5.97,0,No,NO,0.9992,1Tre - Pass - Pass - 1Dia
42,S,2Tre,3Pic,370,12.16,12.16,1.61,4.44,1.7,4.6,0.15,4.38,0.36,4.61,210,Si,NO,0.3472,1Tre - Pass - Pass - 1Dia - Pass
42,W,Pass,5Dia,530,2.68,2.68,0.58,1.65,0.0,1.34,0.14,1.59,0.01,1.6,0,No,NO,0.7198,1Tre - Pass - Pass - 1Dia - Pass - 2Tre
42,N,3NT,Pass,0,11.92,11.92,1.12,3.78,1.17,4.04,1.3,4.53,1.06,4.32,390,No,NO,0.6875,1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass
42,E,Pass,5Cor,550,13.84,13.84,1.57,4.12,0.63,3.61,0.51,3.91,1.69,5.32,0,No,NO,0.5482,1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT
42,S,Pass,Pass,0,12.15,12.15,1.43,4.35,2.16,4.88,0.16,4.45,0.34,4.58,0,No,SI,0.9375,1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT - Pass
42,W,Pass,Pass,0,7.81,7.81,1.05,3.82,0.0,3.28,0.39,3.94,0.14,3.61,0,No,SI,1.0000,1Tre - Pass - Pass - 1Dia - Pass - 2Tre - Pass - 3NT - Pass - Pass
43,S,1Tre,1Tre,110,16.92,16.92,0.0,4.45,0.0,4.22,0.0,3.99,2.5,8.2,110,No,SI,0.9999,
43,W,Pass,Pass,0,6.29,6.29,0.0,5.13,0.0,5.17,0.0,5.46,0.0,5.56,0,No,SI,0.8203,1Tre
43,N,1Pic,1Pic,170,15.26,15.26,3.81,6.88,0.38,4.58,0.5,5.24,0.0,4.9,170,Si,SI,1.0000,1Tre - Pass
43,E,Pass,Pass,0,6.64,6.64,0.0,5.63,0.0,5.6,0.0,5.51,0.0,5.6,0,No,SI,0.8826,1Tre - Pass - 1Pic
43,S,2Tre,1Pic,170,13.37,13.37,1.61,4.19,0.93,3.71,0.86,4.33,1.62,5.25,210,No,NO,0.9774,1Tre - Pass - 1Pic - Pass
43,W,Pass,Pass,0,6.44,6.44,0.0,5.42,0.0,5.56,0.0,5.75,0.0,5.77,0,No,SI,0.9215,1Tre - Pass - 1Pic - Pass - 2Tre
43,N,Pass,2Tre,210,15.84,15.84,3.7,6.93,0.58,4.8,0.68,5.53,0.04,5.18,0,No,NO,0.9777,1Tre - Pass - 1Pic - Pass - 2Tre - Pass
43,E,2Cor,3Tre,310,11.08,11.08,0.34,3.76,2.61,5.7,0.0,4.62,0.4,4.5,250,No,NO,0.3480,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass
43,S,Pass,3Dia,330,12.73,12.73,1.49,4.03,1.19,4.05,0.69,4.16,1.77,5.21,0,No,NO,0.7659,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor
43,W,3Tre,4Dia,430,8.19,8.19,0.77,3.99,1.9,5.53,0.35,5.28,0.38,4.95,310,Si,NO,0.9998,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass
43,N,Pass,Pass,0,13.18,13.18,3.59,6.58,0.43,4.34,0.0,4.53,0.0,4.64,0,No,SI,0.9998,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre
43,E,4Cor,4Cor,450,8.55,8.55,0.69,4.22,3.07,5.88,0.0,4.35,0.0,4.59,450,No,SI,0.6381,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass
43,S,Pass,Pass,0,12.18,12.18,1.43,3.96,1.48,4.21,0.46,4.04,1.6,5.07,0,No,SI,0.9388,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor
43,W,Pass,5Tre,510,7.87,7.87,0.77,3.8,1.79,5.3,0.21,4.97,0.28,4.86,0,No,NO,0.3593,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor - Pass
43,N,Pass,Pass,0,15.08,15.08,3.9,7.13,0.39,4.71,0.16,5.19,0.0,5.09,0,No,SI,0.9948,1Tre - Pass - 1Pic - Pass - 2Tre - Pass - Pass - 2Cor - Pass - 3Tre - Pass - 4Cor - Pass - Pass
44,W,1Pic,1Pic,170,13.73,13.73,3.06,6.4,0.93,4.93,0.0,4.91,0.0,4.95,170,No,SI,0.9992,
44,N,Pass,Pass,0,6.15,6.15,0.0,5.36,0.0,5.44,0.0,5.43,0.0,5.5,0,No,SI,0.8427,1Pic
44,E,Pass,1NT,190,7.38,7.38,0.33,3.86,0.0,4.16,0.33,4.47,0.59,4.39,0,No,NO,0.8828,1Pic - Pass
44,S,X,2Dia,230,15.63,15.63,0.66,4.22,0.7,4.33,1.61,4.89,1.05,5.04,171,No,NO,0.5822,1Pic - Pass - Pass
44,W,XX,2Cor,250,12.96,12.96,3.41,6.43,0.41,4.59,0.0,4.18,0.0,4.7,172,No,NO,1.0000,1Pic - Pass - Pass - X
44,N,2Tre,Pass,0,4.88,4.88,0.81,3.66,0.0,3.23,0.0,3.77,0.0,3.76,210,No,NO,0.4815,1Pic - Pass - Pass - X - XX
44,E,2Pic,Pass,0,9.05,9.05,0.48,4.71,0.0,4.46,0.0,4.62,0.04,4.56,270,No,NO,0.9996,1Pic - Pass - Pass - X - XX - 2Tre
44,S,Pass,4Cor,450,11.68,11.68,0.69,4.72,4.01,7.01,0.0,5.05,0.0,5.4,0,No,NO,0.9978,1Pic - Pass - Pass - X - XX - 2Tre - 2Pic
44,W,Pass,4Cor,450,15.34,15.34,2.11,5.36,1.91,5.02,0.29,4.81,0.59,5.17,0,No,NO,0.7119,1Pic - Pass - Pass - X - XX - 2Tre - 2Pic - Pass
44,N,Pass,4Pic,470,5.32,5.32,3.73,4.68,0.0,3.06,0.0,3.64,0.0,3.66,0,No,NO,0.8724,1Pic - Pass - Pass - X - XX - 2Tre - 2Pic - Pass - Pass
45,N,Pass,Pass,0,6.12,6.12,0.0,5.24,0.0,5.47,0.0,5.62,0.0,5.48,0,No,SI,0.9410,
45,E,1Tre,1Tre,110,16.13,16.13,0.0,4.04,0.0,3.98,0.0,4.1,2.31,7.36,110,No,SI,0.9984,Pass
45,S,1Cor,2Cor,250,10.28,10.28,0.83,4.09,2.95,5.53,0.0,4.33,0.57,4.61,150,No,NO,0.9224,Pass - 1Tre
45,W,Pass,2Cor,250,7.28,7.28,2.64,4.6,0.0,2.26,0.0,2.53,0.0,2.98,0,No,NO,1.0000,Pass - 1Tre - 1Cor
45,N,2Cor,2Cor,250,7.21,7.21,0.17,3.43,3.17,5.91,0.0,4.31,0.0,4.57,250,No,SI,0.7909,Pass - 1Tre - 1Cor - Pass
45,E,X,2Cor,250,15.79,15.79,1.22,4.47,0.66,4.3,0.98,4.62,0.36,4.84,251,Si,NO,0.9100,Pass - 1Tre - 1Cor - Pass - 2Cor
45,S,Pass,Pass,0,6.98,6.98,0.28,4.3,0.74,5.15,0.0,4.57,1.12,5.27,0,No,SI,0.9572,Pass - 1Tre - 1Cor - Pass - 2Cor - X
45,W,2NT,2Cor,250,6.26,6.26,1.97,3.65,0.0,2.05,0.07,2.29,0.0,2.53,290,No,NO,1.0000,Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass
45,N,Pass,Pass,0,6.23,6.23,0.52,3.56,2.56,4.9,0.0,3.79,0.0,4.05,0,No,SI,0.7002,Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT
45,E,Pass,4Tre,410,19.49,19.49,0.34,4.65,0.0,4.15,1.92,5.11,0.57,5.28,0,No,NO,0.9351,Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass
45,S,3Cor,4Cor,450,11.65,11.65,0.98,4.32,3.3,5.82,0.0,4.61,0.0,4.83,350,No,NO,0.7607,Pass - 1Tre - 1Cor - Pass - 2Cor - X - Pass - 2NT - Pass - Pass
